range,content,summary,similarity
"[13008, 13009, 13010]","He felt the liquid gush into his throat as Chani pressed the sack, sensed giddiness in the fumes. Chani removed the spout, handed the sack into hands that reached for it from the floor of the cavern. His eyes focused on her arm, the green band of mourning there.",The Last Emperox (The Machine Dynasty Book 3),0.18975335
"[4177, 4178, 4179, 4180, 4181, 4182]","A copper pin engraved with the likeness of a hare clasped the neck of Kynes' robe. Another smaller pin with similar likeness hung at the corner of the hood which was thrown back over his shoulders. Halleck twisted in the seat beside Paul, reached back into the rear compartment and brought out his baliset. Kynes looked around as Halleck tuned the instrument, then returned his attention to their course. ""What would you like to hear, young Master?"" Halleck asked. ""You choose, Gurney,"" Paul said.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.18904427
"[9717, 9718, 9719, 9720, 9721]","Jessica nodded, walked to the fissure's mouth where she could get a sweep of the desert, and swung her binoculars to the left. A salt pan glared white there with a blending of dirty tan at its edges--a field of white out here where white was death. But the pan said another thing: water. At some time water had flowed across that glaring white. She lowered her binoculars, adjusted her burnoose, listened for a moment to the sound of Paul's movements.",Method and apparatus for locating buried objects using ground penetrating radar (GPR),0.18898274
"[11355, 11356, 11357, 11358, 11359, 11360, 11361, 11362, 11363, 11364, 11365, 11366, 11367]","Heat forced her thoughts onto water and the observed fact that this whole people could be trained to be thirsty only at given times. Thirst. She could remember moonlit waves on Caladan throwing white robes over rocks . . . and the wind heavy with dampness. Now the breeze that fingered her robes seared the patches of exposed skin at cheeks and forehead. The new nose plugs irritated her, and she found herself overly conscious of the tube that trailed down across her face into the suit, recovering her breath's moisture. The suit itself was a sweatbox. ""Your suit will be more comfortable when you've adjusted to a lower wafer content in your body, "" Stilgar had said. She knew he was right, but the knowledge made this moment no more comfortable. The unconscious preoccupation with water here weighed on her mind. No, she corrected herself: it was preoccupation with moisture. And that was a more subtle and profound matter. She heard approaching footsteps, turned to see Paul come out of the cave's depths trailed by the elfin-faced Chani. There's another thing, Jessica thought.","Systems and methods for providing a dune: frank herbert's dune, or, frank herbert's dune messiah are disclosed. In one embodiment, a method for providing a dune: fran",0.18898237
"[8826, 8827, 8828]","They've been acting as guides to the Sardaukar. They report that a Fremen band ambushed a Sardaukar force somewhere southeast of here and wiped it out."" ""Wiped out a Sardaukar force?""","Sandworms of Arrakis, part 1 of 3: Dune, book one of the dune chronicles",0.1888215
"[2696, 2697, 2698, 2699, 2700, 2701, 2702, 2703, 2704, 2705]","The visible note contained the code phrase every Bene Gesserit not bound by a School Injunction was required to give another Bene Gesserit when conditions demanded it: ""On that path lies danger."" Jessica felt the back of the note, rubbed the surface for coded dots. Nothing. The edge of the pad came under her seeking fingers. Nothing. She replaced the pad where she had found it, feeling a sense of urgency. Something in the position of the pad? she wondered. But Hawat had been over this room, doubtless had moved the pad. She looked at the leaf above the pad.","Methods, systems, and computer-readable media for presenting a story in a foreign language",0.18845904
"[4632, 4633, 4634, 4635]","He looked at the Dune man. ""You. Who were those men?"" ""Friends of one of the others,"" the Dune man said.","Methods, systems, and apparatus, including computer programs encoded on a computer-readable storage medium, for managing a sandworm of Dune. In some implementations, a method includes receiving, from a user device associated with a user,",0.18793562
"[10767, 10768, 10769, 10770, 10771]","A leader, you see, is one of the things that distinguishes a mob from a people. He maintains the level of individuals. Too few individuals, and a people reverts to a mob."" His words, the depth of their awareness, the fact that he spoke as much to her as to those who secretly listened, forced her to reevaluate him. He has stature, she thought.",Method and apparatus for managing a plurality of electronic devices in a networked environment,0.18789901
"[6255, 6256, 6257, 6258, 6259]","Scarface, the deaf one they called Kinet, took his place in front. The litter-bearer, the one they called Czigo, came around and took the other front seat. Kinet closed his door, bent to the controls. The 'thopter took off in a wing-tucked surge, headed south over the Shield Wall. Czigo tapped his companion's shoulder, said: ""Whyn't you turn around and keep an eye on them two?""","The Shield World (The Shield World Saga, Book 1)",0.1878812
"[11633, 11634, 11635, 11636, 11637, 11638, 11639]","Jessica felt the dry pulling of skin on her cheeks and forehead relaxing in the presence of moisture. The water pool was deep; she could sense its deepness, and resisted a desire to dip her hands into it. A splashing sounded on her left. She looked down the shadowy line of Fremen, saw Stilgar with Paul standing beside him and the watermasters emptying their load into the pool through a flowmeter. The meter was a round gray eye above the pool's rim. She saw its glowing pointer move as the water flowed through it, saw the pointer stop at thirty-three liters, seven and three-thirty-seconds drachms. Superb accuracy in water measurement, Jessica thought.","Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for sandworms of Dune (Battle of Arrakeen). In some implementations, a method includes presenting, to a user device,",0.18773615
"[11443, 11444]","He allowed himself to be guided forward, to be pushed into a circle of people being formed around Stilgar, who stood beneath the glowglobe and beside a bundled, curving, and angular shape gathered beneath a robe on the rock floor. The troop crouched down at a gesture from Stilgar, their robes hissing with the movement.",Betrayal of blood and bone,0.18746126
"[8640, 8641, 8642, 8643, 8644]","The truth is a powerful weapon. We know how we overwhelmed the Atreides. Hawat knows, too. We did it with wealth."" ""With wealth.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.18744178
"[902, 903, 904]","Paul thought about this, then: ""Yes. I tell the girl you came and put a stamp of strangeness on me."" ""Stamp of strangeness,"" the old woman breathed, and again she shot a glance at Jessica, returned her attention to Paul.",Alchemist's guide to curious recipes and strange prescriptions,0.18709739
"[10123, 10124, 10125]","""You cannot go on forever stealing what you need without regard to those who come after. The physical qualities of a planet are written into its economic and political record. We have the record in front of us and our course is obvious.""",Systems and methods for managing carbon dioxide (CO2) emissions from fossil fuel combustion,0.1870445
"[12210, 12211]",The slave staggered forward as though drawn by a string--one dragging step at a time. Each step was the only step in his universe.,Method and apparatus for controlling an autonomous vehicle,0.18651639
"[10667, 10668, 10669, 10670, 10671, 10672]","She lowered the binoculars, saw that Stilgar was looking at them. ""They obey the preservation of the tribe,"" he said. ""It is the way we choose among us for a leader. The leader is the one who is strongest, the one who brings water and security."" He lifted his attention to her face. She returned his stare, noted the whiteless eyes, the stained eyepits, the dust-rimmed beard and mustache, the line of the catchtube curving down from his nostrils into his stillsuit.",A sandworm of Dune (Betrayal of Dune),0.18647768
"[11465, 11466, 11467, 11468, 11469, 11470, 11471, 11472]","Again, Stilgar bent over the mound. ""For Jamis' woman and for the guards,"" he said. The small rocks and the book were taken into the folds of his robe. ""Leader's right,"" the troop intoned. ""The marker for Jamis' coffee service,"" Stilgar said, and he lifted a flat disc of green metal. ""That it shall be given to Usul in suitable ceremony when we return to the sietch."" ""Leader's right,"" the troop intoned. Lastly, he took the crysknife handle and stood with it.",Compositions and methods for treating or preventing complications associated with bone marrow transplantation,0.1857291
"[3285, 3286, 3287, 3288, 3289, 3290, 3291, 3292, 3293, 3294, 3295]","With reinvestment and growth factors accounted for, including the CHOAM percentage and military costs, our profit margin will be reduced to a very narrow six or seven per cent until we can replace worn-out equipment. We then should be able to boost it up to twelve or fifteen per cent where it belongs."" He opened his eyes. ""Unless my Lord wishes to adopt Harkonnen methods."" ""We're working for a solid and permanent planetary base,"" the Duke said. ""We have to keep a large percentage of the people happy--especially the Fremen."" ""Most especially the Fremen,"" Hawat agreed. ""Our supremacy on Caladan,"" the Duke said, ""depended on sea and air power. Here, we must develop something I choose to call desert power. This may include air power, but it's possible it may not. I call your attention to the lack of 'thopter shields.""",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.18559554
"[10138, 10139, 10140, 10141]","They will investigate if only to see if there's moisture available. ""The masses of Arrakis will know that we work to make the land flow with water,"" his father said. ""Most of them, of course, will have only a semimystical understanding of how we intend to do this. Many, not understanding the prohibitive mass-ratio problem, may even think we'll bring water from some other planet rich in it.",Method and apparatus for desalination of seawater or brackish water,0.18517187
"[1729, 1730, 1731, 1732, 1733, 1734, 1735, 1736, 1737]","But even as he focused on this thought, his new awareness denied it. = = = = = = With the Lady Jessica and Arrakis, the Bene Gesserit system of sowing implant-legends through the Missionaria Protectiva came to its full fruition. The wisdom of seeding the known universe with a prophecy pattern for the protection of B.G. personnel has long been appreciated, but never have we seen a condition-ut-extremis with more ideal mating of person and preparation. The prophetic legends had taken on Arrakis even to the extent of adopted labels (including Reverend Mother, canto and respondu, and most of the Shari-a panoplia propheticus). And it is generally accepted now that the Lady Jessica's latent abilities were grossly underestimated. -from ""Analysis: The Arrakeen Crisis"" by the Princess Irulan [Private circulation: B.G. file number AR-81088587] All around the Lady Jessica -- piled in corners of the Arrakeen great hall, mounded in the open spaces -- stood the packaged freight of their lives: boxes, trunks, cartons, cases -- some partly unpacked. She could hear the cargo handlers from the Guild shuttle depositing another load in the entry.","Systems, methods, and computer-readable media for detecting and mitigating disinformation campaigns",0.1848673
"[4161, 4162, 4163]","He had seen the billowing of tan dust there. He banked the 'thopter around, noting the way the escort's wings reflected milky orange from the dust-refracted light as they turned to keep pace with him. ""This should clear the storm's edge,"" Kynes said.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.184537
"[12886, 12887, 12888, 12889, 12890]","She reduced herself to basic emotional reactions, radiated love, comfort, a warm snuggling of protection. The terror receded. Again, the presence of the old Reverend Mother asserted itself, but now there was a tripling of mutual awareness--two active and one that lay quietly absorbing. ""Time compels me,"" the Reverend Mother said within the awareness. ""I have much to give you.",Method and apparatus for communicating in a virtual or physical reality comprising a plurality of users,0.18296386
"[12805, 12806, 12807, 12808, 12809, 12810]","She tasted the sack's contents in her nostrils, in the roof of her mouth, in her cheeks, in her eyes--a biting sweetness, now. Cool. Again, Chani sent the liquid gushing into Jessica's mouth. Delicate. Jessica studied Chani's face--elfin features--seeing the traces of Liet-Kynes there as yet unfixed by time. This is a drug they feed me, Jessica told herself.",Method and apparatus for treating obstructive sleep apnea,0.18294902
"[16788, 16789, 16790]","Now, he gave his thoughts over to this day's accumulated discoveries -- the mixed futures and the hidden presence of Alia within his awareness. Of all the uses of time-vision, this was the strangest. ""I have breasted the future to place my words where only you can hear them,"" Alia had said.",Systems and methods for secure communications using time-varying signals,0.1829414
"[5355, 5356, 5357]","Jessica found a robe, pulled it over her shoulders, pushed her feet into slippers, strapped the crysknife to her leg. Again, a voice called out for Yueh. Jessica belted the robe around her, stepped into the hallway.",Compositions and methods for treating or preventing complications associated with bone marrow transplantation,0.18154156
"[14083, 14084]","It was the tau, the oneness of the sietch community, a compensation from the subtle poison of the spice diet they shared. The great mass of the people could never hope to attain the enlightenment the spice seed brought to her; they had not been trained and prepared for it.",Method and apparatus for treating a patient with a therapeutic regimen comprising an anti-obesity agent and an appetite-suppressing agent,0.18101376
"[4398, 4399, 4400, 4401]","The Duke banked their craft toward the sandcloud erupting from the factory crawler. ""What happens now?"" ""There's a carryall wing somewhere close,"" Kynes said. ""It'll come in and lift off the crawler.""",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.18062988
"[2094, 2095, 2096, 2097, 2098]","And Jessica, noting the words and manner, caught the deeper implications in the phrase, 'the body's water.' Again she felt a sense of oppression at the importance of water on Arrakis. ""On which side of the dining hall shall I hang which one of these pretties, my Lady?"" Mapes asked. Ever the practical one, this Mapes, Jessica thought. She said: ""Use your own judgment, Mapes.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.18050939
"[6935, 6936, 6937, 6938]","And their manners with the Baron! The colonel bashar planted himself half a pace in front of the Baron, hands on hips. The guard hovered behind him in twitching uncertainty. The Baron noted the absence of salute, the disdain in the Sardaukar's manner, and his unease grew.",Baron Harkonnen: A Novel Based on Frank Herbert's Dune Universe,0.18001148
"[3998, 3999, 4000, 4001, 4002, 4003, 4004, 4005, 4006]","He felt up under the robe for the shoulder seals, speaking as he examined the suit. ""It's basically a micro-sandwich--a high-efficiency filter and heat-exchange system."" He adjusted the shoulder seals. ""The skin-contact layer's porous. Perspiration passes through it, having cooled the body . . . near-normal evaporation process. The next two layers . . . "" Kynes tightened the chest fit. "". . . include heat exchange filaments and salt precipitators. Salt's reclaimed."" The Duke lifted his arms at a gesture, said: ""Most interesting.""",Ecology of Dune,0.17955533
"[2487, 2488, 2489, 2490, 2491, 2492]","A tall bookcase stood against the wall to his left. It could be swung aside to reveal a closet with drawers along one side. The handle on the door into the hall was patterned on an ornithopter thrust bar. It was as though the room had been designed to entice him. The room and this planet. He thought of the filmbook Yueh had shown him--""Arrakis: His Imperial Majesty's Desert Botanical Testing Station.""",Apparatus and method for controlling access to premises,0.17916678
"[5061, 5062, 5063, 5064, 5065]","""I'll see that you get it."" Kynes looked at Jessica, said: ""The newcomer to Arrakis frequently underestimates the importance of water here. You are dealing, you see, with the Law of the Minimum."" She heard the testing quality in his voice, said, ""Growth is limited by that necessity which is present in the least amount. And, naturally, the least favorable condition controls the growth rate.""",The sandworms of Arrakis: genetic engineering and ecology of Dune's sandworm Paul Muad'Dib Atreides,0.1787
"[15257, 15258, 15259]","""We do not have full control of the air,"" he had said. ""And we must not become dependent upon offworld fuel. Both fuel and aircraft must be gathered and saved for the day of maximum effort.""",Systems and methods for controlling an unmanned aerial vehicle (UAV),0.17856207
"[9309, 9310, 9311]","Jessica scrambled up beside Paul as he sifted another pinch of spice into the hole, shook the paracompass case. Again, foam boiled from it. As Paul directed the foam barrier, Jessica dug with her hands, hurling the sand down the slope.","Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for paracompasses and other time-travel paraphernalia. In some implementations, a system includes a processor and a memory that stores instructions executable",0.17840083
"[9021, 9022, 9023, 9024, 9025]","He felt them cup the air, their aspect ratio dropping faster and faster. Wind screamed through the lapped coverts and primaries of the wings' leaves. Abruptly, with only the faintest lurch of warning, the left wing, weakened by the storm, twisted upward and in, slamming across the side of the 'thopter. The craft skidded across a dune top, twisting to the left. It tumbled down the opposite face to bury its nose in the next dune amid a cascade of sand.",Method and system for controlling an unmanned aerial vehicle (UAV),0.17838728
"[4675, 4676, 4677, 4678, 4679]","Beside each plate on the long table stood a flagon of water. There was enough water along the table, the Duke estimated, to keep a poor Arrakeen family for more than a year. Flanking the doorway in which he stood were broad laving basins of ornate yellow and green tile. Each basin had its rack of towels. It was the custom, the housekeeper had explained, for guests as they entered to dip their hands ceremoniously into a basin, slop several cups of water onto the floor, dry their hands on a towel and fling the towel into the growing puddle at the door.",Sandworms of Dune,0.17817195
"[13609, 13610, 13611, 13612, 13613]","Hawat sat back, closed his eyes in thought. ""So that's why they started looking into Arrakis,"" he said. ""Well, the thing's done."" He opened his eyes. ""They must have spies all over Arrakis by now.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.17757514
"[16416, 16417, 16418, 16419, 16420]","The presence of the Reverend Mother Gains Helen Mohiam, the Emperor's Truthsayer, betrayed the importance of this audience. The Baron looked away from her, studied the suite for a clue. There were two of the Guild agents, one tall and fat, one short and fat, both with bland gray eyes. And among the lackeys stood one of the Emperor's daughters, the Princess Irulan, a woman they said was being trained in the deepest of the Bene Gesserit ways, destined to be a Reverend Mother. She was tall, blonde, face of chiseled beauty, green eyes that looked past and through him.",Frank herbert's dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house,0.17533216
"[7575, 7576, 7577, 7578, 7579, 7580]","He looked north across a line of rocks, studying a distant escarpment. The faraway rock profile was like an ancient battleship of the seas outlined by stars. The long swish of it lifted on an invisible wave with syllables of boomerang antennae, funnels arcing back, a pi-shaped upthrusting at the stern. An orange glare burst above the silhouette and a line of brilliant purple cut downward toward the glare. Another line of purple! And another upthrusting orange glare! It was like an ancient naval battle, remembered shellfire, and the sight held them staring.",Method and apparatus for detecting and identifying space debris in low earth orbit (LEO) and geostationary earth orbit (GEO),0.17389919
"[1356, 1357, 1358, 1359]","It bothered him that he couldn't remember. Paul countered a slow swing of the dummy, brought up his left hand entretisser. That clever little devil! Halleck thought, intent now on Paul's interweaving hand motions.",Method and apparatus for simulating a boxing match,0.17362507
"[16239, 16240, 16241, 16242, 16243, 16244, 16245]","They've discovered they're a people. They're awakening."" A muttered exclamation came from the watcher at the telescope. Paul moved to the rock slit, asked: ""What is it out there?"" ""A great commotion, Muad'Dib,"" the watcher hissed. ""At that monstrous metal tent. A surface car came from Rimwall West and it was like a hawk into a nest of rock partridge.""",Sandworms of Dune,0.17319553
"[8358, 8359, 8360, 8361, 8362, 8363]","Paul released her hand, crossed to the ornithopter's left door, opened it, and secured his pack in the rear. ""This ship's proximity masked,"" he said. ""Instrument panel has remote door control, light control. Eighty years under the Harkonnens taught them to be thorough."" Jessica leaned against the craft's other side, catching her breath. ""The Harkonnens will have a covering force over this area,"" she said.",Method and apparatus for deploying an unmanned aerial vehicle (UAV),0.17318171
"[7693, 7694, 7695]","Those damnable Sardaukar! With a self-accusing bitterness, he faced the thought of the soldier-fanatics and the Imperial treachery they represented. His own Mentat assessment of the data told him how little chance he had ever to present evidence of this treachery before the High Council of the Landsraad where justice might be done.",Systems and methods for detecting anomalies in network traffic,0.17266028
"[10864, 10865, 10866, 10867, 10868, 10869, 10870, 10871, 10872, 10873, 10874, 10875, 10876, 10877, 10878, 10879]","Awareness flowed into that timeless stratum where he could view time, sensing the available paths, the winds of the future . . . the winds of the past: the one-eyed vision of the past, the one-eyed vision of the present and the one-eyed vision of the future--all combined in a trinocular vision that permitted him to see time-become-space. There was danger, he felt, of overrunning himself, and he had to hold onto his awareness of the present, sensing the blurred deflection of experience, the flowing moment, the continual solidification of that-which-is into the perpetual-was. In grasping the present, he felt for the first time the massive steadiness of time's movement everywhere complicated by shifting currents, waves, surges, and countersurges, like surf against rocky cliffs. It gave him a new understanding of his prescience, and he saw the source of blind time, the source of error in it, with an immediate sensation of fear. The prescience, he realized, was an illumination that incorporated the limits of what it revealed--at once a source of accuracy and meaningful error. A kind of Heisenberg indeterminacy intervened: the expenditure of energy that revealed what he saw, changed what he saw. And what he saw was a time nexus within this cave, a boiling of possibilities focused here, wherein the most minute action--the wink of an eye, a careless word, a misplaced grain of sand--moved a gigantic lever across the known universe. He saw violence with the outcome subject to so many variables that his slightest movement created vast shiftings in the pattern. The vision made him want to freeze into immobility, but this, too, was action with its consequences. The countless consequences--lines fanned out from this cave, and along most of these consequence-lines he saw his own dead body with blood flowing from a gaping knife wound. = = = = = =",Method and apparatus for generating a three-dimensional (3D) virtual reality (VR) environment from two-dimensional (2D) images,0.1715435
"[149, 150]",Politeness and his mother's obvious awe of this old woman argued caution. Yet he felt an angry apprehension at the fear he sensed radiating from his mother.,"Method, system, and computer-readable storage media for determining a user's emotional state based on a user's interaction with a graphical user interface (GUI)",0.17151257
"[17283, 17284, 17285, 17286, 17287]","Here was the unborn jihad, he knew. Here was the race consciousness that he had known once as his own terrible purpose. Here was reason enough for a Kwisatz Haderach or a Lisan al-Gaib or even the halting schemes of the Bene Gesserit. The race of humans had felt its own dormancy, sensed itself grown stale and knew now only the need to experience turmoil in which the genes would mingle and the strong new mixtures survive. All humans were alive as an unconscious single organism in this moment, experiencing a kind of sexual heat that could override any barrier.",Systems and methods for managing human health and well-being,0.1714795
"[4356, 4357, 4358, 4359, 4360, 4361, 4362, 4363]","Kynes spoke into the microphone: ""Unlisted flight--north and east of you about three kilometers. Wormsign is on intercept course, your position, estimated contact twenty-five minutes."" Another voice rumbled from the speaker: ""This is Spotter Control. Sighting confirmed. Stand by for contact fix."" There was a pause, then: ""Contact in twenty-six minutes minus. That was a sharp estimate. Who's on that unlisted flight?",Method and apparatus for controlling an unmanned aerial vehicle (UAV),0.1704664
"[5882, 5883, 5884, 5885, 5886, 5887]","He started to stand up. A sixth sense warned him. He flashed a hand toward the shield switch--too late. A numbing shock slammed his arm aside. He felt pain there, saw a dart protruding from the sleeve, sensed paralysis spreading from it up his arm. It took an agonizing effort to lift his head and look down the passage.",Method and apparatus for detecting intruders,0.16862074
"[8439, 8440, 8441, 8442, 8443, 8444]","The aircraft became a long, horizontal whisper of darkness lighted only by the green luminosity of the instrument panel. Through Jessica's mind flashed all the warnings about such storms--that they cut metal like butter, etched flesh to bone and ate away the bones. She felt the buffeting of dust-blanketed wind. It twisted them as Paul fought the controls. She saw him chop the power, felt the ship buck. The metal around them hissed and trembled.",Method and apparatus for controlling an unmanned aerial vehicle (UAV),0.16658552
"[15382, 15383]","""There are men here who will hold positions of importance on Arrakis when I claim those Imperial rights which are mine,"" Paul said. ""Stilgar is one of those men.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.16582385
"[2478, 2479, 2480, 2481, 2482, 2483, 2484, 2485]","He heard his mother and Yueh talking in the other room. Their words were indistinct--something about the spice . . . the Harkonnens. The conversation rose and fell. Paul's attention went to the carved headboard of his bed--a false headboard attached to the wall and concealing the controls for this room's functions. A leaping fish had been shaped on the wood with thick brown waves beneath it. He knew if he pushed the fish's one visible eye that would turn on the room's suspensor lamps. One of the waves, when twisted, controlled ventilation. Another changed the temperature.",Method and apparatus for controlling environmental conditions in an enclosed space,0.1657526
"[16740, 16741, 16742, 16743]","""This place is a symbol,"" Paul said. ""Rabban lived here. By occupying this place I seal my victory for all to understand. Send men through the building.","Method, system, and computer program product for determining a location of a vehicle in a parking facility",0.16539013
"[9777, 9778, 9779, 9780, 9781, 9782, 9783, 9784, 9785, 9786]","They moved in a moonlit bowl punctured by that hollowed thumping. Down and up through spilling dunes: step . . .drag . . . wait . . . step . . . Across pea sand that rolled under their feet: drag . . . wait . . . step . . . And all the while their ears searched for a special hissing. The sound, when it came, started so low that their own dragging passage masked it. But it grew . . . louder and louder . . . out of the west. ""Lump . . . lump . . . lump . . . lump . . . "" drummed the thumper. The hissing approach spread across the night behind them. They turned their heads as they walked, saw the mound of the coursing worm.",Method and apparatus for harvesting earthworms,0.16495578
"[11603, 11604, 11605, 11606, 11607, 11608, 11609, 11610]","But a man behind them said: ""Plenty of moisture in the trap tonight. Jamis' way of telling us he's satisfied."" Jessica passed through the secret door, heard it close behind. She saw how the Fremen slowed while passing the honeycomb lattice, felt the dampness of the air as she came opposite it. Windtrap! she thought. They've a concealed windtrap somewhere on the surface to funnel air down here into cooler regions and precipitate the moisture from it. They passed through another rock door with latticework above it, and the door closed behind them. The draft of air at their backs carried a sensation of moisture clearly perceptible to both Jessica and Paul.",Sandworms of Dune,0.16482025
"[16139, 16140, 16141, 16142, 16143, 16144, 16145]","""What did the men report?"" ""Our pet Sardaukar have been released near Old Gap low on the rim and are on their way to their master. The rocket launchers and other projectile weapons are in place. The people are deployed as you ordered. It was all routine."" Paul glanced across the shallow bowl, studying his men in the filtered light admitted by the camouflage cover. He felt time creeping like an insect working its way across an exposed rock.","Dune, or The Dune Saga 1 of 6, a series of science fiction novels written by Frank Herbert and published between 1965 and 1985",0.16427398
"[4171, 4172, 4173, 4174, 4175]","He had used the questions and hyperawareness to do what his mother called ""registering"" the person. He had Kynes now--tune of voice, each detail of face and gesture. An unnatural folding of the left sleeve on the man's robe told of a knife in an arm sheath. The waist bulged strangely. It was said that desert men wore a belted sash into which they tucked small necessities.",Sandworms of Dune,0.16417158
"[2355, 2356, 2357]","""Hawat sent advance agents in here by the battalion. Those guards outside are his men. The cargo handlers are his men.",Murder of Roger Ackroyd,0.16376211
"[2051, 2052, 2053]","Mapes composed herself, said: ""The uncleansed who have seen a crysknife may not leave Arrakis alive. Never forget that, my Lady. You've been entrusted with a crysknife.""",Frank herbert's dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house atreides (dune: house,0.16053978
"[4047, 4048, 4049, 4050]","He gestured to the waiting 'thopter, led the way, accepting the guard's salute with a nod. He climbed in, fastened his safety harness, checked controls and instruments. The craft creaked as the others clambered aboard. Kynes fastened his harness, focused on the padded comfort of the aircraft-- soft luxury of gray-green upholstery, gleaming instruments, the sensation of filtered and washed air in his lungs as doors slammed and vent fans whirred alive.",Dune: House Harkonnen (Dune: House Harkonnen),0.15954548
"[11862, 11863, 11864]","The northern desert is swept regularly by our patrols."" ""Who says the southern desert is uninhabitable?"" ""Your own planetologist said it, my dear Count.""",Method and apparatus for controlling an autonomous vehicle in a hostile environment,0.15893152
"[12947, 12948, 12949, 12950]","Already, I feel myself being tied to bits of you. Ah-h-h, you've a mind filled with interesting things. So many things I'd never imagined."" And the memory-mind encapsulated within her opened itself to Jessica, permitting a view down a wide corridor to other Reverend Mothers until there seemed no end to them.",Systems and methods for providing an augmented reality (AR) interface for controlling a virtual reality (VR) environment,0.15882435
"[5281, 5282, 5283]","Perhaps if we had a weather satellite . . ."" Bewt looked up, spoke around a mouthful of food: ""It's said the Fremen travel there, that they go anywhere and have hunted out soaks and sip-wells even in the southern latitudes."" ""Soaks and sip-wells?"" Jessica asked.",Sandworms of Dune,0.15795934
"[15874, 15875, 15876]","Too long. ""When you change the Water of Life,"" Chani said, ""you do it within yourself by the inward awareness. Have you used this awareness to test his blood?""",Method and apparatus for treating a patient's body tissue with a therapeutic substance,0.15678136
"[8019, 8020, 8021, 8022, 8023, 8024, 8025, 8026, 8027]","In the distance, the purple finger of a lasgun beam flicked from one of the diving 'thopters. It laced across the sand, raising a sharp trail of dust. ""The cowards!"" the Fremen beside Hawat rasped. The troop carrier settled toward the patch of blue-clad bodies. Its wings crept out to full reach, began the cupping action of a quick stop. Hawat's attention was caught by a flash of sun on metal to the south, a 'thopter plummeting there in a power dive, wings folded flat against its sides, its jets a golden flare against the dark silvered gray of the sky. It plunged like an arrow toward the troop carrier which was unshielded because of the lasgun activity around it. Straight into the carrier the diving 'thopter plunged. A flaming roar shook the basin.",Method and apparatus for controlling an unmanned aerial vehicle (UAV),0.15604872
"[11759, 11760, 11761, 11762, 11763, 11764, 11765]","The old Baron had decreed a meridian-to-meridian rest from labors, and effort had been spent in the family city of Harko to create the illusion of gaiety: banners flew from buildings, new paint had been splashed on the walls along Court Way. But off the main way, Count Fenring and his lady noted the rubbish heaps, the scabrous brown walls reflected in the dark puddles of the streets, and the furtive scurrying of the people. In the Baron's blue-walled keep, there was fearful perfection, but the Count and his lady saw the price being paid--guards everywhere and weapons with that special sheen that told a trained eye they were in regular use. There were checkpoints for routine passage from area to area even within the keep. The servants revealed their military training in the way they walked, in the set of their shoulders . . . in the way their eyes watched and watched and watched. ""The pressure's on,"" the Count hummed to his lady in their secret language. ""The Baron is just beginning to see the price he really paid to rid himself of the Duke Leto.""","Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for adaptation of Frank Herbert's Dune. In some implementations, a method includes: obtaining a plurality of episodes of a television series based on",0.15596698
