range,content,summary,similarity
"[1136, 1137]",Mites fighting other mites. This dust—we call it toner—is actually the dead bodies of all those mites.”,Systems and methods for controlling pests,0.21817552
"[6490, 6491]","She had responded saying that she did not wish to continue the relationship, and he had, perhaps with the help of a hidden monitor, encountered her and her chaperone pod one morning as she had been riding to Miss Matheson's Academy. She had reminded him of the recent termination of their relationship by declining to recognize him, but he had persisted anyway, and by the time she had reached the gates of the Academy, the chaperone pod had gathered enough evidence to support a formal sexual harassment accusation should Nell have wished to bring one.",Method and apparatus for preventing unwanted encounters,0.21720125
"[9380, 9381, 9382, 9383, 9384, 9385]","The model's skin was mediatronic, just like the skin of the building itself, and it was currently echoing (as she supposed) whatever images were being displayed on the outside of the building: mostly advertising panels, though some Fists had apparently come in here and scrawled graffiti across them. On top of the model rested a stylus—just a black stick pointed on one end—and a palette, covered with a color wheel and other controls. Nell picked them up, touched the tip of the stylus to a green area on the palette's color wheel, and drew it across the surface of the model. A glowing green line appeared along the track of the stylus, disfiguring an ad panel for an airship line. Whatever other steps Nell might take in the time she had left, there was one thing she could do quickly and easily here. She was not entirely sure why she did it, but some intuition told her that it might be useful; or perhaps it was an artistic urge to make something that would live longer than she would, even if only by a few minutes.",Augmented-reality system for augmenting a real-world environment with computer-generated graphics,0.21641865
"[1732, 1733, 1734, 1735]","It was a solid thing. The top was printed with golden letters. The left edge was rounded and smooth, made of something that felt warm and soft but strong. The other edges were indented slightly, and they were cream-colored.",Apparatus for dispensing beverages from a vending machine,0.21632457
"[8336, 8337, 8338, 8339, 8340, 8341]","… Hackworth wondered if he was somehow obligated to read this line. But soon the torches turned away from him, as more audience members began to rain down through the astral plane of the chandeliers. Watching them fall, Hackworth realized that he'd seen something like it before at amusement parks: This was nothing more than bungee-jumping. It's just that the spectacles had declined to show Hackworth his own bungee cord, just to add an extra frisson to the whole experience. The armrest of Hackworth's chair included some controls that enabled him to move it around the floor of the house, which was cone-shaped, sloping sharply in toward the center. A pedestrian would have found difficult footing, but the chair had powerful nanotech motors and compensated for the slope.",Method and apparatus for communicating with a user of a virtual or augmented reality system,0.2155318
"[1717, 1718, 1719]","He had a few cartridges from his mite trap. Tomorrow Harv would take the cartridge down to the Flea Circus and find out if he'd caught anything, and whether it was worth money. There were other things like buttons.",Apparatus and method for performing a flea circus,0.21538995
"[3620, 3621]",John Percival Hackworth projected his thoughts into matter and did it better than anyone else in this place. But he had felt the need to go beyond that—he had wanted to reach beyond mere matter and into someone's soul.,"Methods, systems, and computer-readable media for determining a user's emotional state",0.21495289
"[8473, 8474, 8475, 8476, 8477, 8478, 8479, 8480, 8481]","Something you couldn't find by looking it up in a database.” “I'm seeking a fellow called the Alchemist,” Hackworth said. Suddenly, things got bright. The side of the woman's face that was toward the window was brilliantly illuminated, like a probe in space lit on one side by the directional light of the sun. Hackworth sensed, somehow, that this was not a new development. Looking out over the audience, he saw that nearly all of them were aiming their spotlights into the bar, and that everyone in the place had been watching and listening to his entire conversation with the woman. The spectacles had deceived him by adjusting the apparent light levels. The woman looked different too; her face had reverted to the way it looked when she came in, and Hackworth now understood that her image in his spectacles had been gradually evolving during their conversation, getting feedback from whatever part of his brain buzzed when he saw a beautiful woman. The curtain parted to reveal a large electric sign descending from the fly space: JOHN HACKWORTH in QUEST FOR THE ALCHEMIST starring JOHN HACKWORTH as HIMSELF.",Method and apparatus for creating an immersive experience,0.2145674
"[1124, 1125, 1126, 1127]","They use the sparkles to talk to each other,” Harv explained. “They're in the air, in food and water, everywhere. And there's rules that these mites are supposed to follow, and those rules are called protocols. And there's a protocol from way back that says they're supposed to be good for your lungs.",Systems and methods for treating respiratory illnesses,0.21418306
"[1034, 1035, 1036, 1037, 1038, 1039]","Parts of it were marked off with a lovely wrought-iron fence, but the real border was defended by something called the dog pod grid—a swarm of quasi-independent aerostats. Aerostat meant anything that hung in the air. This was an easy trick to pull off nowadays. Nanotech materials were stronger. Computers were infinitesimal. Power supplies were much more potent.",Method and apparatus for controlling unmanned aerial vehicles (UAVs),0.21370506
"[4195, 4196, 4197, 4198]","They took a sneaky and indirect route to the waterfront, staying as far as possible from the clusters of drunks winding through the constellation of incandescent bordellos like cold dark clumps of rock wending their way through a bright nebula of young stars. They made their way to a public M.C. on a streetcorner and picked out items from the free menu: boxes of water and nutri-broth, envelopes of sushi made from nanosurimi and rice, candy bars, and packages about the size of Harv's hand, festooned with implausible block letter promises (“REFLECTS 99% OF INFRARED!”) that folded out into huge crinkly metallized blankets. Nell had been noticing a lot of rough shapes strewn around on the beach like giant chrome-plated larva. Must be fellow transients wrapped up in these selfsame.",Nano-survival kit for post-apocalyptic survivors,0.21238598
"[7381, 7382, 7383, 7384, 7385, 7386]","But for all that, the image quality was a lot better than photographic, and she quickly forgot herself and began sweeping it back and forth across the city. She checked out the little Celestial Kingdom Clave in the heart of the old city, where a couple of Mandarins stood on a zigzag bridge across a pond, contemplating a swarm of golden carp, wispy silver beards trailing down over the colorful silk of their lapels, blue sapphire buttons on their caps flashing as they nodded their heads. She looked into a high-rise building farther inland, apparently a foreign concession of some type, where some Euros were holding a cocktail party, some venturing onto the balcony with glasses of wine and doing some eavesdropping of their own. Finally she leveled the 'scope toward the horizon, out past the vast dangerous triad-ridden suburbs, where millions of Shanghai's poor had been forcibly banished to make way for high-rises. Beyond that was real agricultural land, a fractal network of canals and creeks glimmering like a golden net as they reflected the lambency of the sunset, and beyond that, as always, a few scattered pillars of smoke in the ultimate distance, where the Fists of Righteous Harmony were burning the foreign devils' Feed lines. “You are a curious girl,” Madame Ping said.",Method and apparatus for capturing an image using a telescopic viewfinder,0.21115476
"[6823, 6824, 6825, 6826, 6827, 6828]","So while she was happy to respond to this message in kind, she intended to take a guarded approach until she had established whether the sender was human or mechanical. The next part of the message was GIVE- - -CHAIN- - - -TUG- - - - - -ANSWER. Assuming that four horizontal marks stood for a/an and six stood for to, this was GIVE THE CHAIN A TUG TO ANSWER. Nell began to flip the toggles on the chain, erasing the message from this personage calling himself the Duke and replacing it with I AM PRINCESS NELL WHY DID YOU IMPRISON ME. Then she gave the chain a tug, and after a moment it began to withdraw from her cell. A few minutes later, back came the message: WELCOME PRINCESS NELL LET US DEVISE A MORE EFFICIENT MEANS OF COMMUNICATION followed by instructions on how to use a more compact system of toggles to represent numbers, and how to convert the numbers into letters and punctuation marks.",Systems and methods for communicating between humans and artificial intelligences,0.2092702
"[2741, 2742, 2743, 2744, 2745]","From swords-and-sorcery ractives. See, the more experience points your character earns, the more power he gets.” Judge Fang straightened one hand and snapped it backward past his head, making a whooshing sound like a low-flying fighter plane. “The reference escaped me,” he explained for the benefit of Chang and Miss Pao, who did not recognize the gesture. “Feels like there's something tickling my right eardrum now,” the prisoner said, snapping his head back and forth.",Systems and methods for sword and sorcery role-playing game,0.20843208
"[3717, 3718, 3719]","On the first of these, you left in midafternoon and returned late at night bleeding from lacerations that seemed to have been recently incurred, according to the”—Major Napier could not repress a tiny smile—“evocative description logged by the border patrol officer on duty that night. On the second occasion, you again left in the afternoon and returned late, this time with a single deep laceration across the buttocks—not visible, of course, but picked up by surveillance.” Hackworth took a bite of his sandwich, correctly anticipating that the meat would be gristly and that he would have plenty of time to think about his situation while his molars subdued it.",Method and apparatus for detecting unauthorized access to a secure facility,0.20817569
"[9403, 9404]","After a minute or two, she noticed that something akin to a shock wave was making its way down the street far below, moving in slow motion, covering a city block every couple of minutes. Details were difficult to make out at this distance: it was a highly organized group of pedestrians, all wearing the same generally dark clothing, ramming its way through the mob of refugees, forcing the panicked barbarians toward the picket line of the Fists or sideways into the lobbies of the dead buildings.",Zombie apocalypse with dystopian and post-apocalyptic themes,0.20788768
"[3918, 3919]","One story led to another. Miranda tried to tell the stories as fast as she could, tried to put a tone of boredom and impatience into her voice, which wasn't easy because she was actually on the verge of panic.","Methods, systems, and apparatus, including computer programs encoded on a computer-readable storage medium, for determining an outcome of a Little Red Riding Hood vs. The Big Bad Wolf game. In one aspect, a Little Red R",0.2065024
"[5809, 5810, 5811, 5812, 5813, 5814, 5815, 5816, 5817]","So she accepted it. She wondered who was sending her urgent job offers; six years ago it had happened frequently, but since she'd gone into her habit of working the evening shift she had, in general, become just another interchangeable Western bimbo with an unpronounceable name. It looked like some kind of weird bohemian art piece, some ractors'-workshop project from her distant past: a surreal landscape of abstract colored geometric forms with faces occasionally rising out of flat surfaces to speak lines. The faces were texture-mapped, as if wearing elaborately painted makeup, or were sculpted to the texture of orange peels, alligator hide, or durian fruit. “We miss her,” said one of the faces, the voice a little familiar, but disped into a weird ghostly echoing moan. “Where is she?” said another face, rather familiar in its shape. “Why has she abandoned us?” said a third face, and even through the texture-mapping and the voice disping, Miranda recognized Carl Hollywood. “If only she would come to our party!” cried another one, whom Miranda recognized as a member of the Parnasse Company named Christine something-or-other. The prompter gave her a line:","Methods, systems, and computer-readable media for managing party invitations",0.20621696
"[8005, 8006, 8007, 8008, 8009, 8010, 8011, 8012, 8013, 8014, 8015, 8016, 8017, 8018]","More recently she had understood it as the workings of a parallel computer of enormous size and power, carefully programmed to understand the human mind and give it what it needed. Now she wasn't so sure. Princess Nell's recent travels through the lands of King Coyote, and the various castles with their increasingly sophisticated computers that were, in the end, nothing more than Turing machines, had caught her up in a bewildering logical circle. In Castle Turing she had learned that a Turing machine could not really understand a human being. But the Primer was, itself, a Turing machine, or so she suspected; so how could it understand Nell? Could it be that the Primer was just a conduit, a technological system that mediated between Nell and some human being who really loved her? In the end, she knew, this was basically how all ractives worked. The idea was too alarming to consider at first, and so she circled around it cautiously, poking at it from different directions, like a cavewoman discovering fire for the first time. But as she settled in closer, she found that it warmed her and satisfied her, and by the time her mind wandered into sleep, she had become dependent upon it and would not consider going back into the cold and dark place where she had been traveling for so many years. Carl Hollywood returns to Shanghai; his forebears in the territory of the Lone Eagles; Mrs. Kwan's teahouse. Heavy rains had come rolling into Shanghai from the West, like a harbinger of the Fists of Righteous Harmony and the thundering herald of the coming Celestial Kingdom. Stepping off the airship from London, Carl Hollywood at once felt himself in a different Shanghai from the one he had left; the old city had always been wild, but in a sophisticated urban way, and now it was wild like a frontier town. He sensed this ambience before he even left the Aerodrome; it leaked in from the streets, like ozone before a thunderstorm. Looking out the windows, he could see a heavy rain rushing down, knocking all the nanotech out of the air and down into the gutters, whence it would eventually stain the Huang Pu and then the Yangtze.",Method and apparatus for generating a virtual reality environment based on a user's emotional state,0.2058769
"[6439, 6440, 6441, 6442, 6443]","“I do not even desire your food—information only!” “I will give you a big piece of cheese, all to yourself, if you give me some information,” Princess Nell said. She caught the mouse's tail and lifted him up into the air so that they could talk face-to-face. Meanwhile, with her other hand, she loosened the drawstring of her bag and drew out a nice piece of blue-veined Stilton. “We are seeking our lost Queen,” the mouse said.",Method and apparatus for locating a missing person,0.20582749
"[1658, 1659, 1660, 1661, 1662, 1663]","Then she saw Spirit again, this time from two different camera angles. The mediatron had split up into several panes. One was a camera angle on Spirit's face, which still did whatever Miranda's face did. One was a two-shot showing Spirit and an older man, standing in a room full of big machines. Another pane showed a closeup of the old man, who as Spirit realized was being played by Fred Epidermis. The old man said, “Okay, keep in mind we usually play this through a head stage, so you don't control Spirit's arms and legs, just her face—”",Method and apparatus for controlling a humanoid robot,0.20507744
"[2198, 2199, 2200, 2201, 2202, 2203, 2204, 2205, 2206, 2207, 2208, 2209, 2210]","“What conclusions do you draw, Miss Pao?” the Judge said. “Two different parties are searching the Leased Territories for the same book,” Miss Pao said. She did not have to state that the target of this search was probably the book stolen from the gentleman named Hackworth. “Can you speculate as to the identity of these parties?” Miss Pao said, “Of course, neither device carries a maker's mark. The bat-eared one has Dr. X written all over it; most of its features appear to be evolved, not engineered, and the Doctor's Flea Circus is nothing more than an effort to collect evolved mites with useful features. At a first glance, the other device could have come from any of the engineering works associated with major phyles—Nippon, New Atlantis, Hindustan, the First Distributed Republic being prime suspects. But on deeper examination I find a level of elegance—” “Elegance?” “Pardon me, Your Honor, the concept is not easy to explain—there is an ineffable quality to some technology, described by its creators as concinnitous, or technically sweet, or a nice hack—signs that it was made with great care by one who was not merely motivated but inspired. It is the difference between an engineer and a hacker.” “Or an engineer and an artifex?” Judge Fang said. A trace of a smile came across Miss Pao's face. “I fear that I have enmeshed that little girl in a much deeper business than I ever imagined,” Judge Fang said. He rolled up the paper and handed it back to Miss Pao.",Method and apparatus for detecting unauthorized access to a computer system,0.20399569
"[6493, 6494]","Instead, she excerpted one five-second piece of the cine record from the chaperone pod: the one in which, approached by the young man, Nell said, “I'm sorry, but I'm afraid you have me at a disadvantage,” and the young man, failing to appreciate the ramifications, pressed on as if he had not heard. Nell placed this information into a smart visiting card and arranged to have it dropped by the young man's family home.",Apparatus and method for facilitating a meeting between two or more people,0.20353149
"[4962, 4963, 4964, 4965, 4966]","The beat is now a notch faster than your basic pulse rate, lots of other beats and counterrhythms woven through it, and the chanting of the individual singer has become a wild semi-organized choral phenomenon. At some point, after seemingly nothing has happened for half an hour, everything happens at once: The drumming and chanting explode to a new, impossible level of intensity. The dancers reach down, grip the flaccid reservoir tips of their radioactive condoms, stretch them out. Someone runs out with a knife and cuts off the tips of the condoms in a freakish parody of circumcision, exposing the glans of each man's penis. The girl moves for the first time, tossing her bouquet up in the air like a bride making her move toward the limo; the roses fountain, spinning end over end, and come down individually among the dancers, who snatch them out of the air, scrabble for them on the floor, whatever.",Method and apparatus for enhancing intimacy between two or more people,0.20240873
"[651, 652, 653]","Mrs. Hull was awaiting him, holding his hat in one hand and his briefcase in the other. She had already removed the pedomotive from the M.C. and set it by the door for him; it was smart enough to know that it was indoors, and so its long legs were fully collapsed, giving him almost no mechanical advantage. Hackworth stepped onto the tread plates and felt the straps reach out and hug his legs.",Method and apparatus for controlling an exoskeleton,0.19846639
"[1180, 1181, 1182, 1183, 1184]","Though Bespoke was a design rather than a production house, it had its own matter compilers, including a couple of fairly big ones, a hundred cubic meters. Hackworth had reserved a more modest desktop model, one-tenth of a cubic meter. Use of these compilers had to be logged, so he identified himself and the project first. Then the machine accepted the edge of the document. Hackworth told the matter compiler to begin immediately, and then looked through a transparent wall of solid diamond into the eutactic environment.",Apparatus and method for manufacturing a three-dimensional (3D) object from a two-dimensional (2D) image of the 3D object,0.19692262
"[4081, 4082, 4083, 4084]","It was a notification sent back to him automatically by a piece of machinery he had set into motion two years ago. The central message was wreathed in pages of technical gibberish, maps, graphs, and diagrams. The message was: THE YOUNG LADY'S ILLUSTRATED PRIMER HAS BEEN FOUND. It was accompanied by an animated, three-dimensional map of New Chusan with a red line drawn across it, starting in front of a rather seedy-looking high-rise apartment building in the Leased Territory called Enchantment and making its way erratically around the island from there.",Method and apparatus for locating a missing person,0.19687507
"[5442, 5443, 5444, 5445]","Most of the ones on the floor were windows into written documents, grids of numbers, schematic diagrams (lots of organizational trees), or wonderful maps, drawn with breathtaking precision and clarity, with rivers, mountains, and villages labeled in Chinese characters. As Nell surveyed this panorama, she flinched once or twice from the impression that something small was creeping along the floor; but there were no bugs in the room, it was just an illusion created by small fluctuations in the maps and in the rows and columns of numbers. These things were ractive, just like the words in the Primer; but unlike the Primer, they were responding not to what Nell did but, she supposed, to events far away. When she finally raised her gaze from the floor to view the mediatrons lining the walls, she saw that most of the panes there were much larger, and most of them carried cine feeds, and most of these had been frozen.",Systems and methods for providing information to a user based on a location of the user,0.19490883
"[8272, 8273, 8274, 8275, 8276, 8277, 8278]","But on his initial reconnaissance, he discovered a few items of interest. For one thing, the Nipponese fellow who had got pissed and fallen overboard had encountered a group of several other people who had, by a remarkable coincidence, also fallen out of their boats on the way here, and who upon being rescued had all begun to emit colored light and see visions that they insisted on recounting to anyone in the vicinity. These people convened into a poorly organized chorus, all shouting at once and articulating visions that seemed to be linked in an approximate way—as if they had all just now awakened from the same dream and were all doing an equally bad job describing it. They stuck together despite their differences, drawn together by the same mysterious attractive force that causes streetcorner crackpots to set up their soapboxes right next to each other. Shortly after Hackworth zoomed toward them in his phenomenoscopic view, they began to hallucinate something along the lines of a giant eyeball peering at them from the heavens, the black skin of its eyelids studded with stars. Hackworth skulked away and focused in on another large gathering: a couple of dozen older people of the trim, fit, and active style, tennis sweaters draped over their shoulders and sensible walking shoes firmly but not too tightly laced to their feet, piling off a small airship that had just moored on the old helicopter pad near the ship's stern. The airship had many windows and was festooned with mediatronic advertisements for aerial tours of London.",Method and apparatus for transporting a person across a body of water using a balloon-powered airship,0.19478321
"[2872, 2873, 2874, 2875, 2876, 2877, 2878, 2879]","“How's that?” the prisoner said. “Would you like another demonstration?” “I think I have the general idea,” Judge Fang said. “One of your high-level CryptNet tricks, I suppose. Nanosites embedded in your brain, mediating its interchanges with the peripheral nervous system. It would make sense for you to have advanced telæsthetic systems permanently installed. And a system that could trick your nerves into thinking that they were somewhere else could also trick them into thinking that they were not experiencing pain.” “What can be installed can be removed,” Miss Pao observed.",Method and apparatus for detecting and preventing unauthorized remote access to a computing device,0.19314507
"[9720, 9721, 9722, 9723, 9724, 9725, 9726, 9727]","The sound of the drumming did not build gradually but exploded to a deafening, mind-dissolving roar as Carl emerged into a vast cavern, a conical amphitheatre that must have been a kilometer wide, roofed with a storm of mediatronic images that played across a vast dome. The Drummers, visible by the flickering light of the overhead media storm and by their own internal light, moved up and down the slopes of the cone in a kind of convection pattern. Caught up in an eddy, Carl was transported down toward the center and found that an orgy of fantastic dimensions was underway. The steam of vaporized sweat rose from the center of the pit in a cloud. The bodies pressing against Carl's naked skin were so hot that they almost burned him, as if everyone were running a high fever and in some logical abstract compartment of his mind that was, somehow, continuing to run along its own reasonable course, he realized why: They were exchanging packets of data with their bodily fluids, the packets were mating in their blood, the rod logic throwing off heat that drove up their core temperature. The orgy went on for hours, but the pattern of convection gradually slowed down and condensed into a stable arrangement, like a circulating crowd in a theatre that settles into its assigned seats as curtain time approaches. A broad open space had formed at the center of the pit, and the innermost ring of spectators consisted of men, as if these were in some sense the winners of the enormous fornication tournament that was nearing its final round. A lone Drummer circulated around this innermost ring, handing something out; the something turned out to be mediatronic condoms that glowed bright colors when they were stripped onto the men's erect phalluses.",Method and apparatus for communicating between a user and a virtual reality environment,0.19310103
"[391, 392, 393, 394, 395]","“You yourself said that the engineers in the Bespoke department—the very best—had led interesting lives, rather than coming from the straight and narrow. Which implies a correlation, does it not?” “Clearly.” “This implies, does it not, that in order to raise a generation of children who can reach their full potential, we must find a way to make their lives interesting. And the question I have for you, Mr. Hackworth, is this: Do you think that our schools accomplish that?","Methods, systems, and apparatus, including computer programs encoded on a computer storage medium, for determining an interest score for a user. One of the methods includes identifying a plurality of events associated with a user, wherein each event",0.19290675
"[2263, 2264, 2265]","Much of this work was spalled from bullets fired by high-spirited Red Guards during Cultural Revolution times. Other than the bullet holes, the Parnasse was in decent shape, though sometime in the twentieth century great black-iron pipes had been anchored vertically alongside the boxes and horizontally before the balconies so that spotlights could be bolted on. Nowadays the spotlights were coin-size disks—phased-array devices that carried their own batteries—and could be stuck up anywhere and controlled by radio.",Method and apparatus for illuminating an object with a plurality of light emitting diodes (LEDs),0.19271979
"[2823, 2824, 2825, 2826]","“Two days ago,” Judge Fang continued, “you returned to Shanghai in a riverboat badly overloaded with several dozen passengers, most of them peasants fleeing from famine and strife in the interior.” He was now reading from a Shanghai Harbormaster document detailing the inspection of the boat in question. “I note that several of the passengers were women carrying female infants under three months of age. The vessel was searched for contraband and admitted into the harbor.”",Method and apparatus for detecting counterfeit documents,0.19135943
"[7441, 7442, 7443, 7444]","Amid those trees was the silhouette of a human being. “Quiet,” Hackworth mouthed to his daughter, then reined Kidnapper to a stop. The person had a short haircut and wore a bulky waist-length jacket with stretch pants; they could tell by the curve of the hips that it was a woman. Around those hips she had fastened an arrangement of neon green straps: a climbing harness.",Method and apparatus for detecting unauthorized access to a computer system,0.19128917
"[3366, 3367, 3368, 3369]","The leader was a stocky man with white hair, sixtyish but pumping away vigorously on an unexceptional black bicycle, wearing drab worker's clothes. He moved it down the street with deceptive speed and pulled into the horseshoe drive. An embolism of bicycles formed on the street as hundreds tried to crowd in the narrow entrance. And here came another classic moment: The head bellhop skirted his stand-up desk and ran toward the bicyclist, waving him off and hurling abuse in Cantonese—until he got about six feet away and realized he was looking at Zhang Han Hua.",Method and apparatus for identifying and locating a person of interest in a large crowd based on facial recognition,0.18933535
"[3478, 3479, 3480, 3481, 3482]","“While I'm at it, if it pleases the court, I can also,” Hackworth said, most obsequiously, “make changes in the content so that it will be more suitable for the unique cultural requirements of the Han readership. But it will take some time.” “Very well,” said Judge Fang, “all but one stroke of the cane are suspended, pending the completion of these alterations. As for the ten years of imprisonment, I am embarrassed to relate that this district, being very small, does not have a prison, and so the suspect will have to be released this evening after the business with the cane is finished. But rest assured, Mr. Hackworth, that your sentence will be served, one way or another.”",Adaptation of a literary work for a different culture,0.18929681
"[2706, 2707, 2708, 2709, 2710]","Chang also stripped the prisoner from the waist down and situated a bucket under his organs of elimination. In so doing he happened to expose the only actual injury that the prisoner would suffer during this entire procedure: a tiny, neat scab in the base of the spine, where the court physician had thrust in the spinal tap the previous afternoon, and introduced a set of nanosites—nanotechnological parasites—under the supervision of Miss Pao. In the ensuing twelve hours, the 'sites had migrated up and down the prisoner's spinal column, drifting lazily through the cerebrospinal fluid, and situated themselves on whatever afferent nerves they happened to bump up against. These nerves, used by the body to transmit information such as (to name only one example) excruciating pain to the brain, had a distinctive texture and appearance that the 'sites were clever enough to recognize. It is probably superfluous to mention that these 'sites had one other key feature, namely the ability to transmit bogus information along those nerves.",Method and apparatus for extracting information from a human being,0.18797645
"[7024, 7025, 7026, 7027, 7028, 7029, 7030]","Both ways are simple-minded—they are only for people who cannot cope with contradiction and ambiguity.” “Ah! Excellent!” the Constable exclaimed. As punctuation, he slapped the ground with his free hand, sending up a shower of sparks and transmitting a powerful shock through the ground to Nell's feet. “I suspect that Lord Finkle-McGraw, being an intelligent man, sees through all of the hypocrisy in his society, but upholds its principles anyway, because that is what is best in the long run. And I suspect that he has been worrying about how best to inculcate this stance in young people who cannot understand, as he does, its historical antecedents—which might explain why he has taken an interest in me. The Primer may have been Finkle-McGraw's idea to begin with—a first attempt to go about this systematically.”",Method and apparatus for educating a child,0.1876354
"[4058, 4059]","The airship was a dromond, the largest class of noncargo vessel. It was divided into four classes.",Method and apparatus for controlling an unmanned aerial vehicle (UAV) or unmanned aerial system (UAS),0.18734542
"[4489, 4490, 4491, 4492, 4493]","From time to time they heard the thin whine of a pod going by, but they always kept on going, and before they knew it they were asleep. Mysterious souvenir from Dr. X; Hackworth's arrival in Vancouver; the Atlantan quarter of that city; he acquires a new mode of conveyance. Dr. X had dispatched a messenger to the Shanghai Aerodrome with instructions to seek out Hackworth. The messenger had sidled up next to him while he was addressing a piss-trough, greeted him cheerfully, and taken a piss himself. Then the two men had exchanged business cards, accepting them with both hands and a slight bow.",Getting there is half the fun,0.1859232
"[4848, 4849, 4850, 4851, 4852]","He had not noticed, before, the sheer maddening profusion of the place, each person seemingly an ethnic group of one, each with his or her own costume, dialect, sect, and pedigree. It was as if, sooner or later, every part of the world became India and thus ceased to function in any sense meaningful to straight-arrow Cartesian rationalists like John Percival Hackworth, his family and friends. Shortly after passing the Aerodrome they reached Stanley Park, an unruined peninsula several miles around, which had, thank God, been forked over to Protocol and kept much as it had always been, with the same Douglas firs and mossy red cedars that had been growing there forever. Hackworth had been here a few times and had a vague idea of how it was laid out: restaurants here and there, paths along the beach, a zoo and aquarium, public playing fields. Kidnapper took him for a nice lope along a pebbly beach and then somewhat abruptly bounded up a slope, for that purpose switching into a gait never used by any real horse.",Systems and methods for managing an apocalyptic event,0.18564296
"[9131, 9132, 9133, 9134, 9135]","Most of King Coyote's books had to do with the secrets of atoms and how to put them together to make machines. Naturally, all of them were magic books; the pictures moved, and you could ask them questions and get answers. Some of them were primers and workbooks for novices, and Princess Nell spent a few days studying this art, putting atoms together to make simple machines and then watching them run. Next came a very large set of matched volumes containing reference materials: One contained designs for thousands of sleeve bearings, another for computers made of rods, still another for energy storage devices, and all of them were ractive so that she could use them to design such things to her own specifications. Then there were more books on the general principles of putting such things together into systems.",Systems and methods for creating and controlling virtual worlds,0.18544987
"[2831, 2832, 2833, 2834, 2835, 2836, 2837, 2838]","But perhaps more pressing matters prevented them from noticing this.” Judge Fang let the unspoken accusation hang in the air: that the Shanghai authorities were themselves not out of reach of CryptNet influence. PhyrePhox visibly tried to look ingenuous. “A day later, during a routine investigation of organized crime activity in the Leased Territories, we placed a surveillance device in an allegedly vacant apartment thought to be used for illegal activities and were startled to hear the sound of many small infants. Constables raided the place immediately and found twenty-four female infants, belonging to the Han racial group, being cared for by eight young peasant women, recently arrived from the countryside. Upon interrogation these women said that they had been recruited for this work by a Han gentleman whose identity has not been established, and who has not been found. The infants were examined. Five of them were on your boat, Mr. PhyrePhox—the biological records match perfectly.”",Systems and methods for detecting and preventing unauthorized access to data,0.18417013
"[5685, 5686, 5687]","A few moments later, a blaze of fiery red could be descried bouncing rapidly across the moor beyond the wall. Fiona clambered up a small outcropping of rocks that marked the beginning of the moor, and beckoned excitedly to her companions. “The secret passage is found by Nell, but she is cautious and patient.",Method and apparatus for determining a location of a vehicle in a parking facility,0.18265255
"[9097, 9098, 9099, 9100, 9101]","Hackworth unclipped a small optical device from his watch chain, a nanotech telescope/microscope that frequently came in handy, and used it to look over one girl's shoulder. She was looking at a diagram of a small nanotechnological device, working her way through a tutorial that Hackworth had written several years ago. The column went past much faster than Hackworth had feared; they moved down the highway like a piston. Each battalion carried a banner, a very modest thing improvised from a painted bedsheet. Each banner bore the number of the battalion and a crest that Hackworth knew well, as it played an important role in the Primer.",Nanofabrication systems and methods for nanofabrication,0.18241844
"[2777, 2778, 2779, 2780, 2781]","“In any case, returning to your previous statement, we have established that over the next eight years, Node 178 did a prosperous business—as you said, processing tuples. During this time you worked your way up the hierarchy to the tenth level. Then you claim to have severed your connection with CryptNet and gone into business for yourself, as a mediagrapher. Since then, you have specialized in war zones. Your photo, cine, and sound collages from the battlegrounds of China have won prizes and been accessed by hundreds of thousands of media consumers, though your work is so graphic and disturbing that mainstream acceptance has eluded you.”",Method and apparatus for detecting unauthorized use of copyrighted material,0.18186247
"[3429, 3430]","At one end was a raised building open to the square on one side, covered with a sweeping tile roof whose corners curved high into the air and whose ridgeline was adorned with a clay frieze portraying a couple of dragons facing off with a large pearl between them. Hackworth realized, dimly, that this was actually the stage of an open-air theatre, which enhanced the impression that he was the sole spectator at an elaborate play written and staged for his benefit.",Method and apparatus for generating a three-dimensional holographic image from a two-dimensional image,0.17901269
"[567, 568, 569, 570]","As this territory belongs to a nation-state that recognizes the Common Economic Protocol, you are entitled to a hearing of any such charges within the judicial framework of the nation-state in question, which in this case happens to be the Chinese Coastal Republic. This nation-state may or may not grant you additional rights; we will find out in a very few moments, when we present the situation to one of the relevant authorities. Ah, I believe I see one now.” A constable from the Shanghai Police, legs strapped into a pedomotive, was coming down the street with the tremendous loping strides afforded by such devices, escorted by a couple of power-skating Ashantis.",Method and apparatus for resolving disputes,0.17858472
"[4773, 4774, 4775]","She spread the stew thinly over screens to draw out the water and flattened it with a great hand-cranked press to make paper, thick and rough-edged and subtly colored from the thousands of tiny fibers wending through it. When she had a stack of paper made, she would take it next door to a shop with a sharp oily smell, where a bearded man with a smudged apron would run it through another big hand-cranked machine. When it came out of this machine, it had letters on the top, giving the name and address of a lady in New Atlantis.",Systems and methods for creating and delivering personalized greeting cards,0.17640468
